zcta,JobsTotal1000,JobsAgriculture1000,JobsEntertainment1000,JobsConstruction1000,JobsHealthcare1000,JobsManufacturing1000,JobsProfessional1000,JobsRealestate1000,JobsTrade1000,JobsTransport1000,population,poverty,poverty_under18,poverty_18to65,poverty_over65,education,work_experience,working_fulltime,working_fulltime_poverty,y
18106,81,0,2,3,8,6,14,2,7,4,7440,188,45,143,0,5331,6030,517,0,0
18109,41,0,1,1,3,3,3,1,4,2,17336,4453,1733,2488,232,11271,13546,1815,69,0
18201,24,0,0,1,3,1,2,0,1,0,26602,6514,2682,3291,541,16896,20970,1661,80,1
18202,36,0,1,1,3,3,3,0,1,3,11026,2010,670,1104,236,7791,8897,812,30,0
18210,8,0,0,1,2,0,0,0,0,0,8037,813,352,368,93,5293,6121,600,52,0
18211,15,0,0,2,1,3,1,0,0,1,1571,118,0,78,40,1112,1327,111,21,0
18212,5,0,0,0,0,0,0,0,0,0,172,6,0,0,6,129,136,12,0,0
18214,8,0,2,0,0,0,0,0,0,1,1951,144,3,122,19,1475,1653,91,0,0
18216,14,0,0,2,1,0,0,0,0,1,946,146,51,81,14,733,792,71,0,0
18218,9,0,0,0,2,0,0,0,0,0,2223,524,196,284,44,1594,1774,211,3,1
18219,23,0,0,1,2,0,4,0,0,0,1626,137,41,86,10,1194,1341,130,16,0
18220,17,0,0,0,0,8,2,0,0,5,338,20,0,20,0,282,293,17,0,0
18221,5,0,0,0,0,1,0,0,0,0,539,141,38,103,0,369,380,17,0,1
18222,16,0,0,2,1,0,2,0,0,0,9007,1152,267,836,49,6473,7412,915,99,1
18223,12,0,0,0,0,0,0,0,0,0,158,29,0,29,0,158,158,9,0,0
18224,12,0,0,1,0,0,1,0,0,0,5547,978,337,518,123,3997,4525,435,33,0
18225,8,0,0,0,0,0,0,0,0,0,125,0,0,0,0,115,115,31,0,0
18229,19,0,1,2,2,0,2,0,0,0,8907,1159,380,675,104,6533,7422,452,23,1
18231,4,0,0,2,0,2,0,0,0,0,449,36,0,22,14,350,379,29,0,0
18232,10,0,0,0,1,0,1,0,0,0,3754,933,311,601,21,2746,3026,343,27,0
18234,4,0,0,2,0,0,0,0,0,0,462,71,47,24,0,302,358,106,0,0
18235,23,0,0,2,4,1,2,0,0,0,18569,1898,664,1004,230,13954,15600,1588,84,0
18237,12,0,0,0,0,1,1,0,0,0,3264,550,175,333,42,2283,2606,243,0,0
18239,17,0,0,4,0,0,4,0,0,4,229,10,0,0,10,155,190,32,0,0
18240,14,0,0,0,2,1,0,0,0,0,3612,597,213,285,99,2668,2920,272,1,0
18241,17,0,1,1,1,0,0,0,0,2,695,81,18,54,9,436,567,86,0,1
18244,17,0,0,0,0,3,0,0,0,6,289,47,12,35,0,238,268,34,0,0
18245,3,0,0,0,0,0,0,0,0,0,297,5,0,5,0,242,258,4,0,0
18246,6,0,0,6,0,0,0,0,0,0,166,4,0,4,0,123,160,5,0,0
18248,12,0,0,0,0,0,0,0,3,0,582,157,46,102,9,418,498,56,4,0
18249,18,0,1,2,2,0,3,0,0,0,3796,145,30,77,38,2760,3056,196,0,0
18250,10,0,0,1,1,0,1,0,0,0,2961,325,155,149,21,2111,2370,109,12,0
18251,236,0,0,36,18,36,0,0,0,0,55,0,0,0,0,55,55,19,0,0
18252,25,0,0,1,3,1,2,0,0,1,10657,1541,484,905,152,7513,8437,737,25,1
18254,5,0,0,1,1,0,0,0,0,0,926,68,27,30,11,697,809,53,0,0
18255,13,0,0,2,1,0,1,0,0,1,4356,511,172,278,61,3276,3745,353,20,0
18256,15,0,0,5,0,0,0,0,0,0,380,43,14,14,15,315,322,83,0,0
18301,20,0,0,1,4,0,2,0,0,0,29288,4691,1358,3041,292,18053,23409,1514,34,0
18302,7,0,0,0,0,0,0,0,0,0,17015,1473,487,861,125,11847,13990,824,49,1
18321,67,0,3,3,15,0,3,1,4,0,1240,165,26,124,15,991,1116,133,0,1
18322,69,0,2,5,10,1,9,1,1,1,2590,185,61,80,44,1777,2156,258,9,1
18323,28,0,0,7,7,0,0,7,7,0,141,0,0,0,0,124,124,0,0,0
18324,6,0,0,0,0,0,0,0,0,0,8934,1774,664,1069,41,6275,7385,456,0,0
18325,12,0,0,1,0,0,2,0,0,0,2609,200,11,159,30,1841,2244,207,0,0
18326,17,0,0,3,0,0,1,1,1,0,4622,441,50,261,130,3473,3909,220,46,0
18327,69,0,2,2,4,4,6,4,0,2,444,65,31,34,0,355,384,64,0,0
18328,13,0,0,1,1,0,0,0,0,0,7283,846,282,465,99,5121,6177,382,0,1
18330,10,0,0,1,0,0,1,0,0,0,7449,384,40,338,6,5058,6078,234,12,0
18331,57,0,0,1,6,3,8,0,1,0,613,30,0,30,0,530,576,0,0,1
18332,10,0,1,3,1,0,1,0,0,0,2949,470,211,259,0,2005,2417,227,0,1
18333,111,0,3,14,18,3,7,0,7,3,270,0,0,0,0,209,241,0,0,0
18334,4,0,0,0,0,0,0,0,0,0,5595,463,178,273,12,3345,4303,109,0,0
18335,35,0,0,1,1,0,5,3,3,1,862,29,0,29,0,595,743,29,0,0
18336,25,0,0,2,2,0,1,1,0,0,3887,414,139,227,48,2897,3244,254,29,0
18337,21,0,0,1,3,0,3,0,0,0,14162,754,88,536,130,10205,11538,865,69,0
18340,12,0,0,0,0,0,0,0,0,0,160,0,0,0,0,113,125,0,0,0
18342,56,0,0,6,4,4,4,0,2,0,441,188,0,121,67,369,398,31,0,0
18343,21,0,0,3,1,2,1,1,0,0,4120,241,85,148,8,3065,3483,344,0,0
18344,47,0,1,2,6,1,7,2,0,1,3416,541,206,335,0,2157,2562,334,22,0
18346,21,0,0,2,3,0,2,0,0,1,2617,354,168,170,16,1742,1933,197,0,0
18347,21,0,0,4,2,0,1,1,0,0,2330,253,33,163,57,1986,2154,225,0,0
18349,37,0,10,0,0,0,0,5,0,0,186,0,0,0,0,186,186,35,0,0
18350,29,0,2,5,2,1,5,1,1,0,1727,107,33,66,8,1378,1548,182,6,0
18351,29,0,0,6,0,4,2,0,2,0,482,60,23,35,2,366,412,58,0,1
18352,10,0,0,0,0,0,0,0,0,0,1298,168,46,122,0,1000,1150,414,0,1
18353,7,0,0,1,0,0,0,0,0,0,12109,999,400,530,69,9311,10131,485,0,1
18354,41,0,0,4,4,1,5,4,2,2,846,54,0,29,25,637,647,27,0,0
18355,24,0,0,0,3,0,6,0,0,2,1319,184,47,104,33,943,1087,207,0,0
18356,119,6,13,6,6,0,13,13,0,0,151,0,0,0,0,120,129,0,0,0
18357,15,0,0,0,0,0,0,0,0,0,197,11,0,0,11,197,197,0,0,0
18360,33,0,1,2,3,1,5,1,1,0,26418,4409,1254,2867,288,18501,22189,1961,68,0
18370,40,0,0,4,2,4,1,0,3,0,919,59,27,0,32,608,799,86,0,0
18371,5,0,0,0,0,0,0,0,0,0,1173,0,0,0,0,640,840,0,0,0
18372,91,0,1,2,4,1,8,2,2,1,2712,273,113,151,9,1702,1994,61,0,0
18403,23,0,0,1,2,1,3,0,0,0,7123,770,203,477,90,5061,5627,422,38,0
18405,18,0,0,5,0,0,1,0,0,0,2517,218,33,171,14,1925,2161,115,9,0
18407,20,0,0,1,3,1,2,0,0,0,13144,2433,845,1221,367,9625,10834,1118,20,0
18411,29,0,0,3,4,0,5,1,1,0,21170,835,149,481,205,15266,17131,1262,6,0
18413,123,0,0,0,5,5,5,0,11,11,170,68,0,53,15,164,170,37,20,0
18414,22,0,0,3,0,0,3,0,0,2,5316,457,152,212,93,3894,4367,293,22,0
18415,14,0,0,2,1,0,1,0,0,0,1007,18,0,18,0,854,888,78,0,1
18417,22,1,0,5,0,0,1,1,0,2,987,112,21,80,11,770,865,41,3,1
18419,16,0,0,3,0,1,1,0,0,1,4574,462,181,247,34,3085,3619,410,6,0
18420,250,0,27,55,27,27,55,0,0,27,36,8,0,8,0,28,36,19,0,1
18421,14,0,0,1,2,0,1,0,0,0,5220,702,222,418,62,3714,4242,401,5,0
18424,18,0,0,3,0,0,1,0,0,3,5147,585,207,340,38,3846,4423,223,7,0
18425,12,0,0,2,0,0,0,0,1,0,1329,166,66,88,12,940,1087,91,0,0
18426,17,0,1,3,1,0,1,1,0,0,4289,685,151,506,28,3313,3745,209,36,0
18427,1280,0,0,80,200,0,220,60,0,0,50,13,0,13,0,50,50,0,0,1
18428,24,0,1,1,2,0,3,1,0,1,11764,1148,294,723,131,8709,9957,544,37,0
18431,44,0,1,4,5,1,5,1,1,1,11812,2045,679,1094,272,8386,9593,730,19,1
18433,18,0,0,3,0,1,2,0,0,1,6454,530,113,340,77,4775,5387,345,0,0
18434,22,0,0,2,1,2,2,0,2,0,4043,474,111,308,55,2798,3285,211,27,1
18435,18,0,1,4,0,0,2,0,1,1,692,17,0,17,0,558,614,55,12,0
18436,14,0,0,3,1,0,1,0,0,0,12813,1156,292,744,120,9354,10717,631,0,0
18437,78,0,4,9,4,0,4,0,4,9,204,47,11,33,3,172,175,14,0,0
18438,26,0,0,3,2,1,3,0,0,0,1190,135,28,75,32,948,1080,86,0,0
18439,27,0,2,2,0,0,6,0,0,0,437,34,3,23,8,336,372,44,2,0
18441,19,0,0,0,0,3,3,0,0,0,258,24,0,16,8,208,247,35,0,0
18443,15,0,0,5,0,0,3,0,0,1,515,0,0,0,0,365,465,25,0,0
18444,18,0,0,3,1,0,1,0,0,1,13725,916,222,559,135,10167,11330,834,18,0
18445,18,0,0,1,0,0,2,0,0,1,2550,388,66,266,56,1890,2219,161,23,0
18446,20,0,0,2,0,2,2,0,0,0,3485,380,101,249,30,2558,2945,176,4,0
18447,24,0,0,2,2,1,2,0,2,0,10504,1600,539,984,77,7950,8732,977,12,0
18451,18,0,0,5,1,0,3,0,1,1,581,9,0,9,0,460,514,40,0,0
18452,21,0,1,1,4,0,3,0,0,0,4716,826,157,460,209,3791,4221,310,0,1
18453,11,0,0,0,0,0,0,0,0,2,1008,142,10,109,23,823,885,37,3,1
18454,1000,0,0,250,0,0,0,250,0,0,4,4,0,4,0,4,4,0,0,0
18455,86,0,0,14,0,14,0,0,0,14,69,2,0,2,0,60,64,0,0,0
18456,13,0,0,2,0,0,0,0,0,0,431,61,16,37,8,313,359,40,14,0
18457,29,0,4,9,0,0,0,0,0,0,205,42,34,8,0,164,171,8,0,0
18458,19,0,0,4,1,0,2,0,0,1,2852,357,123,213,21,2172,2448,335,18,1
18459,55,0,0,0,0,18,0,0,0,0,54,28,0,28,0,41,41,0,0,1
18460,46,0,0,0,5,5,11,0,0,0,173,21,14,7,0,133,144,19,0,1
18461,26,0,0,0,0,0,0,0,0,0,375,31,2,26,3,308,342,35,0,1
18462,4,0,0,0,0,0,0,2,0,0,426,18,3,11,4,311,379,7,0,0
18463,40,0,0,4,0,0,0,4,4,0,224,4,0,4,0,181,198,9,0,0
18464,24,0,0,5,4,0,2,1,0,0,1161,43,0,24,19,987,1059,22,0,0
18465,13,0,0,6,0,0,1,0,0,1,1321,197,52,113,32,965,1108,71,0,0
18466,6,0,0,0,1,0,1,0,0,0,17556,1802,627,1073,102,11166,14128,938,55,0
18469,19,0,0,4,0,0,0,2,0,7,408,55,17,38,0,281,289,17,0,1
18470,20,0,0,3,0,0,1,0,0,0,1978,206,72,102,32,1461,1667,116,0,1
18471,38,0,0,0,6,1,9,1,1,0,647,0,0,0,0,445,514,38,0,0
18472,19,0,0,1,3,0,1,0,0,0,4131,423,142,243,38,3013,3483,201,20,1
18473,7,0,1,0,1,0,0,0,0,0,654,101,37,64,0,371,426,78,0,0
18503,627,0,28,5,106,5,217,21,14,4,698,265,0,169,96,625,698,101,0,0
18504,12,0,0,0,1,0,1,0,0,0,20106,3537,1134,1954,449,14032,16253,1777,122,0
18505,18,0,0,0,2,1,2,0,0,0,19978,4432,1695,2457,280,13821,16028,1906,60,1
18507,59,0,2,4,4,2,12,1,2,2,4910,490,47,405,38,3781,4097,425,20,0
18508,32,0,1,1,4,0,2,0,0,0,12124,3098,1404,1478,216,8118,9474,1118,33,0
18509,27,0,0,1,5,1,2,0,2,0,11548,2599,539,1741,319,7616,9448,1077,87,0
18510,20,0,0,0,7,0,2,0,0,0,12200,3221,561,2468,192,7700,10165,909,41,0
18512,34,0,0,3,4,1,5,0,1,1,11606,1582,659,759,164,8612,9624,1457,31,1
18517,20,0,0,1,2,0,1,0,1,2,5315,738,193,498,47,3700,4301,383,0,0
18518,20,0,0,2,3,1,2,0,1,0,8172,1207,304,693,210,6363,6952,851,8,0
18519,45,0,1,3,4,1,3,0,1,0,4612,751,170,465,116,3584,3886,622,50,0
18602,22,0,0,0,0,0,3,3,0,0,307,50,32,14,4,202,235,17,0,1
18603,21,0,0,1,2,1,2,0,0,0,19061,2830,992,1413,425,13833,15941,1503,86,0
18610,23,0,1,2,1,0,2,1,0,0,4096,538,133,380,25,2950,3395,325,13,0
18612,25,0,1,2,2,0,3,0,0,0,15427,1424,358,761,305,10861,12513,1026,64,0
18614,28,0,0,2,2,0,3,0,0,2,2455,214,26,140,48,1939,2187,173,2,0
18615,11,0,0,3,0,1,0,0,0,0,1850,216,94,98,24,1354,1518,147,0,0
18616,34,3,0,3,3,0,3,1,0,0,555,52,4,40,8,462,518,116,12,0
18617,4,0,0,0,0,0,0,0,0,0,1725,461,195,266,0,1172,1389,159,6,1
18618,12,0,0,2,0,0,1,0,0,1,3574,373,101,263,9,2773,3076,272,12,0
18619,10,0,0,0,0,3,0,0,0,0,277,38,4,30,4,206,222,16,0,0
18621,14,0,0,3,0,0,1,0,0,0,5010,267,49,154,64,3792,4243,296,3,0
18622,12,0,0,4,4,0,0,0,0,4,246,144,77,61,6,164,185,0,0,0
18623,13,0,0,1,0,0,0,0,0,1,2732,375,153,189,33,1920,2280,228,12,0
18624,50,0,1,3,5,0,3,5,0,1,530,0,0,0,0,402,444,20,0,0
18625,24,0,2,0,4,2,0,0,2,0,493,60,4,26,30,353,412,19,0,0
18626,41,2,0,2,16,0,9,0,0,0,437,10,2,7,1,368,402,34,0,0
18628,8,0,0,0,8,0,0,0,0,0,228,25,0,17,8,194,208,24,3,0
18629,18,0,0,0,0,1,1,0,0,1,1579,98,25,64,9,1131,1269,156,2,0
18630,19,0,0,2,0,0,2,0,1,2,3102,353,98,204,51,2222,2469,238,12,0
18631,17,0,0,3,2,1,0,0,0,0,1394,114,0,94,20,1016,1140,41,0,0
18632,19,2,0,2,0,0,0,2,2,6,470,51,10,29,12,355,386,46,0,0
18634,12,0,0,1,2,0,1,0,0,0,13060,2376,794,1252,330,9557,10972,1056,48,1
18635,13,0,0,1,0,0,1,0,0,0,4048,312,73,215,24,2927,3394,261,3,1
18636,4,0,0,0,1,0,0,0,0,0,1453,99,23,61,15,1053,1198,79,0,0
18640,30,0,0,2,3,1,4,0,2,3,17209,2290,726,1306,258,12702,14675,1199,23,1
18641,18,0,0,2,2,0,1,0,1,1,6677,737,245,397,95,4806,5501,514,8,1
18642,11,0,0,1,0,1,0,0,0,0,4353,518,133,309,76,3236,3471,202,16,0
18643,17,0,0,1,2,1,1,0,0,0,12227,1427,340,810,277,8929,10193,996,109,0
18644,25,0,0,2,2,1,4,0,0,0,7147,673,168,329,176,5445,6119,474,9,0
18651,15,0,0,1,1,0,1,0,0,0,8367,1817,700,951,166,5984,6803,740,8,0
18655,11,0,0,1,0,0,1,0,0,0,5828,562,133,345,84,4340,4868,276,15,1
18656,10,0,0,1,1,0,2,0,0,0,2271,255,79,141,35,1642,1900,113,13,0
18657,32,0,0,2,3,0,5,0,0,1,11655,1233,325,665,243,8575,9636,678,5,1
18660,12,0,0,3,0,0,0,0,0,1,3541,218,55,128,35,2595,2975,274,3,0
18661,17,0,0,1,0,0,1,0,0,1,5621,449,132,255,62,4162,4716,403,0,1
18701,233,0,9,2,26,4,66,9,9,1,1554,637,95,514,28,1049,1460,217,0,0
18702,32,0,1,1,4,0,3,1,1,0,37929,10278,4091,5478,709,25586,29922,2492,67,0
18704,28,0,0,1,6,0,5,1,1,0,30652,4215,1250,2434,531,22848,25853,2917,17,1
18705,17,0,0,1,2,0,2,0,0,0,14558,2717,1013,1461,243,10580,12102,1270,42,0
18706,16,0,0,0,0,1,1,0,1,0,15709,2673,913,1471,289,11305,13216,1113,24,0
18707,19,0,0,1,2,1,2,0,0,0,15978,657,157,387,113,11396,13044,711,19,0
18708,16,0,0,2,1,0,3,0,0,0,8767,771,345,319,107,6345,7180,470,0,0
18709,31,0,0,4,2,0,2,0,1,0,2934,487,79,343,65,2245,2549,364,26,0
18801,28,0,1,2,2,1,4,0,0,1,7882,825,217,508,100,5860,6676,656,23,0
18810,18,0,0,1,2,0,2,0,0,0,5711,1023,352,570,101,4012,4498,277,11,1
18812,9,0,0,3,0,0,0,0,0,0,1771,67,0,49,18,1233,1441,74,13,0
18814,10,0,0,0,0,0,0,0,0,5,198,15,0,4,11,95,112,1,0,0
18816,34,0,0,0,6,0,13,0,0,0,143,0,0,0,0,86,105,3,0,0
18817,63,0,0,0,5,0,5,0,0,0,174,21,11,10,0,125,137,27,4,0
18818,22,0,0,2,0,4,0,0,0,0,1224,149,27,110,12,975,1067,74,2,0
18821,24,0,0,1,0,2,3,0,0,0,1161,140,27,81,32,852,997,60,0,0
18822,19,0,0,0,0,0,1,0,0,0,3518,708,279,337,92,2523,2816,259,29,0
18823,38,0,4,0,0,0,0,0,4,4,232,11,0,0,11,157,193,4,0,1
18824,16,0,0,4,0,3,1,0,0,0,1419,201,55,127,19,1004,1133,83,3,0
18825,29,0,0,0,0,0,0,0,7,7,136,26,12,14,0,89,101,17,4,0
18826,32,0,0,5,0,4,2,0,2,1,1687,100,18,76,6,1248,1439,118,0,0
18828,18,0,0,3,0,0,6,0,0,0,333,102,37,65,0,237,286,55,0,1
18829,14,1,0,0,1,1,2,0,1,1,785,118,52,60,6,542,628,40,2,0
18830,11,0,0,3,0,0,3,0,0,0,618,47,5,29,13,524,564,25,0,0
18831,9,0,0,2,0,3,0,0,0,0,1465,265,38,192,35,976,1109,82,3,0
18832,17,0,1,2,1,2,0,1,0,3,1989,199,57,116,26,1274,1501,121,3,1
18833,11,0,0,1,0,1,0,0,0,1,1943,274,70,162,42,1425,1618,95,3,0
18834,29,0,0,2,2,1,3,0,0,1,3430,428,160,249,19,2490,2922,230,9,1
18837,15,0,0,3,0,0,1,0,0,3,3046,408,188,183,37,2112,2343,139,0,0
18840,25,0,0,1,2,0,3,0,0,0,10698,852,183,569,100,8015,9070,997,3,0
18842,28,0,0,7,0,3,0,3,3,0,281,45,0,45,0,214,233,25,0,1
18843,36,0,0,0,7,0,7,3,0,0,273,15,0,15,0,230,258,24,0,0
18844,8,0,0,1,0,0,0,0,0,0,2025,213,82,113,18,1386,1541,100,0,0
18845,21,0,0,0,0,6,0,0,0,0,323,66,17,31,18,251,264,16,0,0
18846,11,0,0,1,1,0,0,0,0,4,999,113,23,62,28,637,752,81,0,0
18847,14,0,0,1,1,1,1,0,0,0,5587,891,244,540,107,4021,4551,289,10,1
18848,32,0,1,1,4,1,4,1,1,1,8759,1116,361,628,127,6410,7311,909,30,0
18850,13,0,0,2,0,0,0,0,0,1,2219,167,32,96,39,1467,1734,120,3,1
18851,9,1,0,0,0,1,2,0,0,1,813,97,46,31,20,535,594,16,5,1
18853,24,0,0,0,2,1,3,0,0,1,4050,305,69,208,28,2981,3288,210,4,1
18854,44,0,0,1,3,1,5,1,3,3,1277,52,7,32,13,868,998,53,9,0
18901,58,0,1,5,8,1,15,2,3,0,24525,1106,144,642,320,18307,20521,2004,51,0
18902,20,0,0,2,1,0,6,0,1,0,21089,1050,326,600,124,13940,16343,1076,44,0
18912,231,0,16,16,24,8,44,0,0,0,246,0,0,0,0,95,95,0,0,0
18913,151,0,0,20,10,0,50,0,0,0,99,0,0,0,0,83,99,0,0,0
18914,22,0,0,3,2,1,5,0,1,0,21528,869,249,386,234,14309,16636,1148,0,0
18915,197,0,8,19,22,19,31,4,19,2,720,18,0,8,10,565,624,26,0,0
18917,33,0,0,4,3,2,3,1,3,0,2108,233,57,159,17,1450,1716,263,0,0
18920,46,0,5,8,0,5,13,0,2,5,369,9,0,9,0,312,333,0,0,0
18923,44,0,2,3,10,0,11,0,4,2,889,6,3,3,0,591,633,29,0,0
18925,19,0,1,3,1,0,4,0,1,0,6738,172,0,147,25,4479,5013,723,0,0
18929,26,0,0,2,3,0,7,0,1,1,9093,235,121,114,0,5957,7342,348,0,0
18930,20,0,0,6,0,0,3,0,1,1,2590,69,10,53,6,2073,2328,100,0,0
18932,29,0,1,3,0,1,3,1,0,1,536,27,0,27,0,370,404,0,0,1
18938,39,0,2,2,2,1,10,1,1,0,13861,529,71,375,83,10364,11478,1171,0,0
18940,38,0,1,3,4,1,10,1,1,0,28940,1376,218,824,334,20161,23500,1571,17,0
18942,43,0,0,7,2,3,5,0,0,0,3174,214,61,127,26,2384,2715,191,40,1
18944,20,0,0,4,1,1,2,0,0,0,25095,1422,360,889,173,17203,19883,1392,79,1
18947,42,0,0,7,3,3,6,0,3,0,6220,326,67,173,86,4366,5252,404,0,1
18950,103,0,6,32,12,0,6,6,0,0,154,0,0,0,0,154,154,8,0,0
18951,27,0,0,2,3,2,3,0,1,0,34199,2256,580,1185,491,24130,27395,2240,30,0
18954,35,0,0,5,4,0,8,0,2,0,9614,115,0,65,50,6635,7628,119,12,0
18955,14,0,0,1,1,1,1,0,0,0,1817,99,22,70,7,1280,1449,169,23,1
18960,21,0,0,2,4,1,2,0,1,0,12370,883,293,381,209,9200,10354,996,11,0
18962,47,0,1,10,3,3,3,0,1,0,552,20,0,20,0,394,473,56,0,1
18964,33,0,0,4,2,2,5,1,2,0,13568,666,149,439,78,9519,10821,892,37,0
18966,30,0,0,4,3,0,7,1,1,1,37237,1273,174,685,414,26537,30981,1768,12,0
18969,23,0,0,5,1,2,2,0,1,0,15687,1490,494,786,210,10701,12363,680,21,0
18970,37,0,0,1,1,11,2,1,1,1,783,28,7,21,0,566,606,96,0,0
18972,20,0,1,6,0,0,2,1,1,1,3786,268,52,170,46,2872,3158,316,31,0
18974,33,0,0,4,2,3,4,0,3,1,40520,2719,709,1533,477,29958,33430,2525,76,0
18976,29,0,1,3,2,1,5,0,1,0,19324,1510,579,743,188,13502,15565,1040,0,0
18977,32,0,0,2,2,0,10,1,2,0,3697,93,15,48,30,3005,3190,75,0,0
18980,33,1,1,7,3,0,0,3,1,0,506,3,0,1,2,400,447,80,1,0
19001,24,0,0,2,5,0,3,0,0,0,16663,938,231,606,101,11873,13484,1086,0,1
19002,22,0,0,2,2,0,5,0,1,0,33519,1943,633,1003,307,23076,26475,1836,63,1
19003,44,0,2,3,5,0,7,1,1,0,12610,1108,119,892,97,8952,10283,1660,69,0
19004,92,0,5,2,16,0,30,4,3,0,9634,510,86,276,148,6766,7564,619,10,0
19006,49,0,1,7,6,2,9,2,3,2,21563,824,174,441,209,15183,17417,607,26,0
19007,32,0,0,3,3,3,2,0,4,1,20475,2781,902,1594,285,14090,16550,1423,67,0
19008,32,0,0,5,4,1,5,0,2,0,20171,939,313,483,143,14630,16766,918,25,0
19009,34,0,2,2,9,1,1,1,0,2,759,86,29,57,0,470,569,49,0,1
19010,41,0,2,1,9,0,8,1,1,0,17412,1592,128,1289,175,11745,14049,1413,9,0
19012,19,0,0,3,2,1,3,0,0,0,6513,363,175,147,41,4435,5293,331,0,0
19013,14,0,0,0,2,0,0,0,0,0,32362,11693,4280,6585,828,19967,24753,2475,216,0
19014,27,0,0,3,2,1,3,0,2,1,20500,910,151,503,256,14569,16616,1548,17,0
19015,13,0,0,2,1,0,1,0,0,0,16531,2021,792,1087,142,11283,12933,1030,13,0
19017,90,0,8,33,12,0,12,4,0,0,242,45,0,34,11,199,234,24,0,0
19018,14,0,0,1,1,0,1,0,0,0,23522,2224,515,1444,265,16772,19324,2296,8,1
19020,31,0,1,3,2,1,3,1,2,1,55185,5043,1394,2899,750,39226,45196,3854,21,0
19021,16,0,0,2,0,2,1,0,1,1,9877,983,191,754,38,6828,8190,782,52,0
19022,31,0,0,3,1,2,1,0,3,2,4048,922,392,465,65,2378,2997,314,4,0
19023,12,0,0,1,2,0,0,0,0,0,21777,5555,2162,3252,141,13193,15986,1380,131,0
19025,37,0,0,2,5,0,10,0,2,0,5333,82,7,37,38,3829,4396,150,0,0
19026,16,0,0,2,3,0,2,0,0,0,30971,2410,715,1424,271,21524,24780,2869,34,0
19027,22,0,0,1,4,0,4,0,1,0,19756,1387,233,981,173,13931,16412,1607,17,0
19029,35,0,0,3,0,1,2,0,2,6,3938,442,143,262,37,2834,3168,491,42,0
19030,37,0,0,3,3,2,3,1,2,2,11928,1102,337,570,195,8609,9883,626,20,0
19031,40,0,1,3,6,0,8,2,0,0,4654,308,7,80,221,3356,3683,250,0,1
19032,28,0,0,3,1,1,0,1,3,4,6565,1056,572,468,16,4267,4936,487,0,1
19033,25,0,0,2,2,0,3,0,1,0,8386,349,144,176,29,5900,6839,763,0,1
19034,96,0,5,5,10,2,30,3,7,1,5939,105,2,67,36,4014,4622,235,0,0
19035,23,0,1,1,3,0,4,1,1,0,4087,167,9,71,87,2855,3148,83,0,0
19036,13,0,0,3,0,0,1,0,0,0,12991,1406,413,772,221,9572,10788,1124,42,0
19038,26,0,0,3,2,0,4,0,0,0,29101,1630,235,1077,318,20440,23442,2147,62,1
19040,25,0,0,2,2,1,3,0,1,0,20286,1004,216,586,202,14229,16454,1591,0,0
19041,38,0,1,1,7,0,9,2,1,0,5030,285,21,217,47,3986,4422,576,0,1
19043,36,0,0,2,4,1,4,0,2,0,2738,320,44,187,89,1896,2083,238,0,0
19044,48,0,2,3,3,2,12,1,4,0,15658,450,44,369,37,11014,12542,1684,0,0
19046,49,0,1,2,9,0,14,1,1,0,17252,1420,386,790,244,12274,14041,839,3,1
19047,39,0,1,3,6,1,6,1,2,1,33921,1902,364,1243,295,24656,28004,2117,47,0
19050,14,0,0,1,1,0,1,0,1,0,27231,3414,947,2110,357,18725,22316,2516,48,0
19053,52,0,1,6,4,1,11,1,3,2,26082,929,163,647,119,19109,21626,1306,17,0
19054,13,0,0,3,0,0,1,0,0,0,16573,861,190,588,83,11490,13544,1046,20,1
19055,10,0,0,1,1,0,0,0,0,0,13566,649,133,467,49,9303,10946,998,23,0
19056,18,0,0,1,2,0,2,0,0,0,15141,830,355,404,71,10528,12310,752,10,0
19057,21,0,0,3,2,1,1,0,1,1,18472,1730,554,1070,106,12735,14750,1129,9,0
19060,10,0,0,1,1,0,3,0,0,0,11125,238,16,159,63,7705,8705,362,0,1
19061,21,0,0,2,1,0,2,0,1,0,20139,2321,646,1396,279,13982,16219,1298,76,1
19063,42,0,1,3,6,0,13,1,1,0,34259,1653,300,1050,303,25396,28705,2681,81,0
19064,29,0,1,2,3,0,4,0,0,0,24561,710,117,311,282,17275,19688,899,1,0
19066,19,0,0,1,1,0,4,0,1,0,5149,170,0,54,116,3555,3905,274,9,1
19067,26,0,0,2,3,0,7,1,1,0,51323,1830,394,1174,262,36354,41228,3906,85,1
19070,16,0,0,3,1,0,1,0,0,0,6931,363,80,242,41,5099,5812,645,10,0
19072,36,0,1,1,7,0,10,1,1,0,9295,340,61,246,33,6785,7284,662,0,1
19073,41,0,1,4,4,0,10,1,2,0,19196,1022,149,708,165,14133,15705,1007,18,0
19074,11,0,0,2,1,0,0,0,0,0,5850,502,146,341,15,4014,4830,431,37,0
19075,19,0,0,4,0,1,2,0,1,0,7559,306,51,160,95,4906,5833,476,5,1
19076,16,0,0,1,1,0,1,0,0,0,6297,773,212,422,139,4139,5181,608,0,0
19078,13,0,0,1,2,0,1,0,0,0,11118,859,168,490,201,8012,9144,996,20,1
19079,19,0,0,0,2,1,0,0,2,3,9165,1483,640,724,119,6011,7145,817,0,0
