zcta,HouseCount,HouseMedianIncome,IncomeUnder25K,IncomeOver100K,JobCount,JobsAgriculture,JobsArtsRec,JobsAutomotive,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsRetail,latitude,longitude
46394,4675,52147,21.1,16.7,170,,,,12,13,5,,41.68,-87.49
46402,2607,19028,55.3,5.2,149,,1,,5,22,11,,41.6,-87.33
46402,2607,19028,55.3,5.2,149,,1,,5,22,11,,41.6,-87.33
46403,5707,37688,36.8,10.7,158,,1,,15,13,4,,41.61,-87.26
46404,6981,30305,42.0,7.3,106,,,,4,18,8,,41.58,-87.37
46405,3863,43321,24.0,9.2,154,,1,,13,10,7,,41.58,-87.26
46406,3799,30554,42.1,4.9,151,,1,,11,9,14,,41.6,-87.41
46407,4848,21209,56.8,4.5,87,,,,3,16,,,41.58,-87.33
46408,6338,33606,38.9,6.5,215,,1,,17,28,5,,41.55,-87.37
46409,2887,29271,46.5,6.1,76,,,,1,14,,,41.55,-87.32
46410,15520,54319,19.7,16.8,1609,,12,,79,271,27,,41.48,-87.33
46410,15520,54319,19.7,16.8,1609,,12,,79,271,27,,41.48,-87.33
46501,1264,52500,19.9,12.1,48,,,3,5,1,8,,41.22,-86.25
46502,9,-,0,95,5,,,,,,2,,41.26,-85.98
46504,1385,55977,18.3,18.2,60,1,,,7,3,11,,41.3,-86.11
46506,3455,54904,18.6,19.9,235,,1,,29,16,56,,41.46,-86.17
46507,3396,68275,13.4,17.5,184,,4,13,15,7,48,,41.72,-85.82
46508,64,36250,36.0,36.9,4,,,,,,1,,41.15,-85.98
46510,1537,54564,17.7,15.6,39,1,,,10,1,6,,41.12,-85.87
46511,1669,44137,22.8,14.9,83,1,4,,8,8,1,,41.22,-86.43
46563,8913,50208,22.6,14.9,586,1,7,1,45,51,49,,41.36,-86.33
46514,16377,51019,20.3,14.9,1086,,13,2,57,101,189,,41.72,-85.98
46514,16377,51019,20.3,14.9,1086,,13,2,57,101,189,,41.72,-85.98
46514,16377,51019,20.3,14.9,1086,,13,2,57,101,189,,41.72,-85.98
46514,16377,51019,20.3,14.9,1086,,13,2,57,101,189,,41.72,-85.98
46514,16377,51019,20.3,14.9,1086,,13,25,57,101,189,,41.72,-85.98
46516,11715,42280,29.0,11.2,909,,9,1,51,44,188,,41.68,-85.94
46516,11715,42280,29.0,11.2,909,,9,1,51,44,188,,41.68,-85.94
46516,11715,42280,29.0,11.2,909,,9,15,51,44,188,,41.68,-85.94
46516,11715,42280,29.0,11.2,909,,9,1,51,44,188,,41.68,-85.94
46516,11715,42280,29.0,11.2,909,,9,1,51,44,188,,41.68,-85.94
46516,11715,42280,29.0,11.2,909,,9,15,51,44,188,,41.68,-85.94
46517,8567,47546,27.7,12.8,504,1,4,11,35,42,74,,41.63,-86
46524,729,58365,15.7,15.1,29,,,,7,2,4,,41.31,-86.01
46526,11637,52261,21.2,15.1,784,,6,2,67,89,66,,41.56,-85.88
46528,8540,60695,12.9,19.2,437,1,8,14,70,30,61,,41.6,-85.78
46528,8540,60695,12.9,19.2,437,1,8,14,70,30,61,,41.6,-85.78
46530,10580,97098,9.7,35.0,567,,16,1,63,52,28,,41.74,-86.13
46531,580,50500,20.8,17.2,6,,,,,,,,41.36,-86.52
46532,736,57500,15.8,13.1,24,,1,,3,,2,,41.41,-86.61
46534,4292,44363,24.9,10.3,175,,2,1,14,17,15,,41.29,-86.62
46536,1249,53693,18.7,20.2,69,1,1,,13,4,3,,41.51,-86.3
46537,219,59306,6.8,19.2,12,,,,,,1,,41.46,-86.31
46538,1462,70058,13.3,28.9,92,,1,,12,,8,,41.33,-85.82
46539,943,48281,27.0,14.0,35,,,,5,3,4,,41.16,-86.03
46540,3576,70660,8.8,30.8,356,1,3,27,56,16,79,,41.68,-85.7
46542,1423,55496,20.3,9.9,96,,2,1,17,3,16,,41.4,-85.87
46543,904,71029,13.3,26.6,62,,,2,14,3,10,,41.54,-85.67
46544,12620,44381,24.9,12.7,562,,6,1,51,58,42,,41.62,-86.15
46544,12620,44381,24.9,12.7,562,,6,1,51,58,42,,41.62,-86.15
46544,12620,44381,24.9,12.7,562,,6,1,51,58,42,,41.62,-86.15
46545,10841,41048,28.6,9.9,1091,,14,1,56,115,65,,41.69,-86.15
46544,12620,44381,24.9,12.7,562,,6,1,51,58,42,,41.62,-86.15
46544,12620,44381,24.9,12.7,562,,6,1,51,58,42,,41.62,-86.15
46544,12620,44381,24.9,12.7,562,,6,1,51,58,42,,41.62,-86.15
46550,4326,56319,18.0,18.3,365,1,2,6,53,17,76,,41.45,-86
46552,2527,59292,16.6,20.2,98,,1,,14,8,11,,41.71,-86.48
46553,1216,58393,8.4,13.0,97,,,3,16,3,12,,41.48,-85.85
46554,2072,53480,25.1,17.9,56,,3,,4,2,8,,41.56,-86.42
46555,1253,50570,12.5,15.3,108,,1,,10,5,10,,41.33,-85.68
46556,239,22679,58.1,11.8,40,,3,,,8,,,41.71,-86.25
46561,4438,73722,14.3,26.1,182,,3,,32,17,3,,41.66,-86.08
46562,1949,53125,17.0,14.8,79,,,,14,3,12,,41.21,-85.68
46563,8913,50208,22.6,14.9,586,1,7,1,45,51,49,,41.36,-86.33
46565,2418,65116,10.5,19.1,290,5,4,8,38,7,67,,41.69,-85.58
46567,3775,56563,15.9,18.5,251,1,11,1,37,16,14,,41.42,-85.73
46570,357,51625,21.5,23.8,15,,1,1,2,,4,,41.2,-86.12
46571,1359,57566,15.3,17.8,113,,,3,11,7,28,,41.58,-85.55
46563,8913,50208,22.6,14.9,586,1,7,1,45,51,49,,41.36,-86.33
46573,1390,57452,13.1,15.7,130,2,,7,19,13,29,,41.54,-86.07
46574,3482,53913,20.8,13.3,95,,3,,11,2,11,,41.48,-86.49
46580,8398,55056,19.0,17.6,793,1,16,1,44,87,58,,41.21,-85.87
46580,8398,55056,19.0,17.6,793,1,16,1,44,87,58,,41.21,-85.87
46580,8398,55056,19.0,17.6,793,1,16,1,44,87,58,,41.21,-85.87
46580,8398,55056,19.0,17.6,793,1,16,1,44,87,58,,41.21,-85.87
46580,8398,55056,19.0,17.6,793,1,16,1,44,87,58,,41.21,-85.87
46580,8398,55056,19.0,17.6,793,1,16,1,44,87,58,,41.21,-85.87
46582,5118,63333,13.9,19.1,252,,1,,27,21,19,,41.28,-85.85
46590,1777,60456,16.8,23.8,83,,,,5,6,1,,41.22,-85.81
46595,55,36641,18.2,51.1,7,,,,1,1,,,41.53,-86.17
46601,2365,18054,61.1,3.8,551,,9,,24,80,20,,41.67,-86.25
46613,3588,36758,36.0,4.2,156,,1,,14,23,18,,41.66,-86.26
46614,12372,51012,22.6,16.6,479,,7,,48,46,23,,41.6,-86.28
46615,5766,40000,32.4,9.3,249,,4,,9,39,7,,41.67,-86.21
46616,2239,36589,33.0,9.8,54,,,,1,9,,,41.7,-86.27
46617,3739,55162,20.4,17.9,276,,1,,2,63,6,,41.68,-86.23
46619,7507,38683,31.0,8.7,270,,5,,23,18,29,,41.66,-86.35
46601,2365,18054,61.1,3.8,551,,9,,24,80,20,,41.67,-86.25
46601,2365,18054,61.1,3.8,551,,9,,24,80,20,,41.67,-86.25
46628,9892,42292,29.5,14.0,571,1,7,1,43,38,62,,41.72,-86.32
46601,2365,18054,61.1,3.8,551,,9,,24,80,20,,41.67,-86.25
46635,2596,48125,29.1,16.5,187,,3,,8,51,2,,41.71,-86.2
46637,6273,53065,20.7,15.7,294,,1,,22,32,7,,41.73,-86.24
46635,2596,48125,29.1,16.5,187,,3,,8,51,2,,41.71,-86.2
46614,12372,51012,22.6,16.6,479,,7,,48,46,23,,41.6,-86.28
46601,2365,18054,61.1,3.8,551,,9,,24,80,20,,41.67,-86.25
46701,3247,54531,21.1,15.4,123,,2,1,11,10,13,,41.36,-85.43
46702,939,54152,26.2,14.2,21,,1,,4,,1,,40.83,-85.63
46703,7005,49493,19.3,16.0,613,1,12,1,45,67,44,,41.65,-85.01
46704,12,-,41.7,82.3,4,,,,1,,,,41.1,-85.29
46705,665,50114,22.7,16.3,56,1,,,6,,12,,41.52,-85.06
46706,7444,52899,17.1,18.6,547,,14,,43,59,41,,41.34,-85.03
46710,1632,60274,15.4,20.3,81,,,,12,3,16,,41.34,-85.24
46711,2514,47241,25.0,14.6,181,2,2,,16,17,20,,40.66,-84.93
46750,10521,47920,21.9,14.5,652,3,15,1,48,54,51,,40.88,-85.5
46714,5907,45769,22.1,15.3,430,4,6,,34,47,29,,40.72,-85.18
46721,1774,57326,13.0,16.7,87,1,1,,8,7,17,,41.42,-84.88
46723,3080,59167,16.0,17.4,124,1,2,,19,11,5,,41.25,-85.33
46725,9274,56953,15.7,16.5,508,,7,,46,43,48,,41.15,-85.48
46730,479,57250,21.1,17.0,21,1,,,3,1,3,,41.46,-85.15
46731,221,45947,32.1,15.1,11,,,,3,,,,40.79,-85.1
46732,1128,54621,24.3,12.1,32,,,,5,2,7,,41.38,-85.62
46733,7663,49708,25.7,12.3,453,,4,3,43,31,35,,40.83,-84.94
46737,3217,58919,15.7,20.3,177,,5,1,12,6,23,,41.72,-84.93
46738,3167,42876,22.9,5.5,127,,2,,11,10,27,,41.32,-85.15
46740,1316,41985,25.8,9.2,40,,1,,7,1,6,,40.6,-84.96
46741,1505,51967,17.0,17.2,150,,,,77,6,27,,41.22,-84.95
46742,1366,61167,16.6,18.4,74,,,,9,4,11,,41.55,-84.88
46743,727,59129,11.4,23.3,62,,,,21,3,5,,41.22,-84.85
46745,800,55484,8.4,16.9,33,1,,,9,1,3,,40.95,-85.01
46746,1786,53375,22.7,11.3,78,1,1,1,5,3,9,,41.73,-85.34
46746,1786,53375,22.7,11.3,78,1,1,1,5,3,9,,41.73,-85.34
46746,1786,53375,22.7,11.3,78,1,1,2,5,3,9,,41.73,-85.34
46747,1143,51028,15.3,17.9,37,,,,12,1,2,,41.57,-85.16
46748,1819,78625,11.9,31.4,104,2,1,1,14,6,13,,41.25,-85.16
46750,10521,47920,21.9,14.5,652,3,15,1,48,54,51,,40.88,-85.5
46755,6127,46367,28.5,12.1,382,1,5,1,25,42,40,,41.45,-85.28
46755,6127,46367,28.5,12.1,382,1,5,1,25,42,40,,41.45,-85.28
46759,162,36739,34.6,16.8,8,,1,,1,,,,40.6,-85.18
46760,528,50250,16.7,14.4,14,,,,3,,2,,41.35,-85.55
46761,3810,52854,16.5,17.2,245,2,1,5,30,26,37,,41.63,-85.38
46763,750,56735,15.1,35.4,40,,,,13,,10,,41.3,-85.23
46764,519,61587,9.7,28.7,16,,,,3,,4,,41.22,-85.62
46765,1808,90692,5.1,42.9,110,,3,,30,9,2,,41.23,-85.05
46766,360,56574,17.8,26.6,5,,,,,,,,40.71,-85.29
46767,2747,52610,15.5,13.9,125,1,,1,12,9,22,,41.47,-85.57
46711,2514,47241,25.0,14.6,181,2,2,,16,17,20,,40.66,-84.93
46770,1148,64038,16.9,19.1,69,,1,1,5,6,8,,40.84,-85.32
46771,0,-,0,0,2,,,,,,,,41.69,-85.3
46772,808,54300,14.4,17.7,42,,,1,3,,3,,40.72,-84.91
46773,1248,58281,12.7,13.2,60,,1,,12,1,4,,40.98,-84.88
46774,6115,53976,17.1,15.6,365,1,3,,74,27,23,,41.09,-84.97
46776,618,54271,13.8,10.8,36,,,,4,1,7,,41.72,-85.17
46777,2370,66087,13.8,17.0,99,,1,,20,5,14,,40.87,-85.15
46759,162,36739,34.6,16.8,8,,1,,1,,,,40.6,-85.18
46779,809,56122,14.2,16.8,27,,,,12,,,,41.58,-85.04
46733,7663,49708,25.7,12.3,453,,4,3,43,31,35,,40.83,-84.94
46781,293,54205,14.3,26.8,10,,,,2,1,1,,40.63,-85.27
46733,7663,49708,25.7,12.3,453,,4,3,43,31,35,,40.83,-84.94
46783,2416,77989,10.0,27.5,152,2,1,1,23,9,10,,40.97,-85.36
46783,2416,77989,10.0,27.5,152,2,1,1,23,9,10,,40.97,-85.36
46783,2416,77989,10.0,27.5,152,2,1,1,23,9,10,,40.97,-85.36
46784,874,63750,20.5,20.1,33,,1,,2,,2,,41.5,-85.39
46785,455,64732,12.3,32.0,27,,1,,4,,4,,41.32,-84.88
46786,33,-,100,49.6,5,,,,1,,2,,41.53,-85.27
46787,1485,51844,17.1,19.6,58,,1,,5,6,8,,41.07,-85.62
46788,1154,61528,12.8,21.1,43,2,1,1,17,,5,,41.27,-84.91
46761,3810,52854,16.5,17.2,245,2,1,5,30,26,37,,41.63,-85.38
46791,378,64239,9.2,22.4,17,1,,,3,,1,,40.84,-85.23
46792,1547,54283,19.2,16.6,67,,2,,5,3,1,,40.68,-85.44
46793,1608,56290,16.6,11.1,90,,,,15,7,15,,41.45,-85.02
46794,703,49074,21.2,10.6,12,,,,1,,4,,41.46,-85.45
46795,2342,61881,13.0,18.5,74,,,,13,,12,,41.55,-85.33
46701,3247,54531,21.1,15.4,123,,2,1,11,10,13,,41.36,-85.43
46797,1454,65644,12.9,20.6,93,,1,,31,6,5,,41.13,-84.86
46798,629,59432,10.2,21.6,18,,,,,,,,40.94,-85.21
46799,99,37292,18.2,25.7,10,,,,1,,,,40.91,-85.29
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46803,3480,20837,59.2,3.3,402,,5,,49,17,74,,41.07,-85.09
46804,11978,66358,12.5,23.2,1177,,11,,37,218,34,,41.05,-85.24
46805,9149,38350,32.9,9.0,830,,18,,27,131,13,,41.1,-85.12
46806,8732,27449,42.2,3.9,226,,1,,19,29,11,,41.05,-85.09
46807,6453,45659,25.4,9.0,158,,3,,7,30,1,,41.04,-85.15
46808,8162,39528,27.5,7.0,647,,5,,61,29,75,,41.1,-85.18
46809,4045,36541,28.5,10.5,396,,8,,29,19,60,,41,-85.21
46814,4235,108638,9.2,39.8,209,1,4,,13,23,3,,41.05,-85.3
46815,10642,55073,18.0,15.4,500,,3,,33,88,5,,41.1,-85.06
46816,7406,34989,35.9,6.6,155,,3,,21,17,1,,41,-85.04
46818,7649,58330,14.8,18.0,545,2,9,1,68,27,45,,41.16,-85.25
46819,3996,47275,20.0,12.5,83,,2,,12,7,,,40.97,-85.13
46825,12161,52148,18.9,15.2,1112,,11,,68,144,32,,41.15,-85.13
46835,14104,60287,15.1,18.2,430,,7,,47,58,3,,41.15,-85.04
46845,7929,88584,7.2,35.6,395,,5,,44,76,4,,41.21,-85.11
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46802,4535,31340,41.0,6.1,760,,19,,39,61,29,,41.07,-85.17
46835,14104,60287,15.1,18.2,430,,7,,47,58,3,,41.15,-85.04
46805,9149,38350,32.9,9.0,830,,18,,27,131,13,,41.1,-85.12
46806,8732,27449,42.2,3.9,226,,1,,19,29,11,,41.05,-85.09
46819,3996,47275,20.0,12.5,83,,2,,12,7,,,40.97,-85.13
46808,8162,39528,27.5,7.0,647,,5,,61,29,75,,41.1,-85.18
46809,4045,36541,28.5,10.5,396,,8,,29,19,60,,41,-85.21
46901,16125,43815,28.0,13.6,831,,9,,69,72,37,,40.53,-86.17
46902,15765,48332,24.4,13.8,813,,15,,33,156,19,,40.44,-86.09
46901,16125,43815,28.0,13.6,831,,9,,69,72,37,,40.53,-86.17
46902,15765,48332,24.4,13.8,813,,15,,33,156,19,,40.44,-86.09
46910,1136,54138,21.5,21.5,58,,,,10,5,6,,41.04,-86.04
46911,523,62120,11.7,18.6,21,,,,5,,,,40.64,-85.95
46975,5697,47698,24.9,11.6,363,2,2,,34,36,25,,41.08,-86.25
46913,438,65833,4.5,37.4,6,,,,1,,1,,40.5,-86.5
46914,507,54875,25.5,22.9,34,,1,,7,3,,,40.63,-86.09
46915,250,57500,18.0,27.7,24,,,,4,1,,,40.48,-86.39
46917,696,48103,25.8,13.0,26,,,,6,1,2,,40.63,-86.48
46917,696,48103,25.8,13.0,26,,,,6,1,2,,40.63,-86.48
46919,987,54583,26.8,17.5,30,,,,2,1,3,,40.59,-85.87
46920,437,61761,16.2,25.6,11,,,,5,,1,,40.46,-86.49
46951,733,50139,20.2,14.7,17,1,,,1,,,,40.95,-86.11
46922,9,-,0,95,2,,,,,,,,41.14,-86.41
46923,3194,52353,18.5,20.8,163,1,2,,23,16,9,,40.61,-86.64
46926,683,53203,18.5,12.4,21,,,,2,1,,,40.89,-86.05
46928,1781,47396,21.2,10.3,66,1,,,5,4,3,,40.41,-85.68
46929,1131,55329,23.9,10.1,102,1,1,,14,13,5,,40.55,-86.48
46930,27,47917,14.8,62.2,1,,,,1,,,,40.41,-85.57
46931,80,36667,31.4,35.3,8,,,,1,,,,40.95,-86.26
46932,1413,51927,16.2,17.2,37,1,,,7,1,,,40.6,-86.25
46933,2590,44053,25.8,7.9,129,,1,,5,15,6,,40.48,-85.58
46939,800,41087,22.9,9.5,22,,,,,,3,,40.99,-86.4
46936,2272,64926,13.4,22.9,82,,1,,11,10,2,,40.48,-85.93
46902,15765,48332,24.4,13.8,813,,15,,33,156,19,,40.44,-86.09
46938,1216,47000,20.7,12.4,24,,,,3,,1,,40.44,-85.8
46939,800,41087,22.9,9.5,22,,,,,,3,,40.99,-86.4
46940,1032,61912,16.8,17.6,26,,,,4,3,,,40.69,-85.69
46941,417,46250,21.6,19.1,13,,,,4,,1,,40.82,-85.69
46947,10730,42191,26.8,11.7,568,1,10,,42,67,37,,40.76,-86.38
46943,91,-,15.4,39.6,7,,,,1,1,2,,40.98,-85.84
46975,5697,47698,24.9,11.6,363,2,2,,34,36,25,,41.08,-86.25
46946,29,-,72.4,52.9,1,,,,,,,,41.04,-85.73
46947,10730,42191,26.8,11.7,568,1,10,,42,67,37,,40.76,-86.38
46950,278,50375,14.4,20.3,7,,,,1,,,,40.89,-86.36
46951,733,50139,20.2,14.7,17,1,,,1,,,,40.95,-86.11
46952,8229,44230,26.4,11.9,536,1,7,,29,86,21,,40.6,-85.63
46953,8470,33025,34.5,6.9,405,,4,,33,53,23,,40.52,-85.65
46957,239,39821,30.5,14.8,5,,,,1,,1,,40.39,-85.5
46958,273,49570,25.6,16.6,12,,,,,1,1,,40.82,-86.12
46959,261,-,53.3,10.8,1,,,,,,,,40.62,-86.11
46960,429,49594,12.8,13.6,16,,,1,4,,1,,41.16,-86.54
46961,91,31743,20.9,34.1,2,,,,,,,,40.77,-86.19
46962,3609,49293,24.4,10.1,176,2,1,,19,20,13,,40.99,-85.77
46902,15765,48332,24.4,13.8,813,,15,,33,156,19,,40.44,-86.09
46967,53,29583,32.1,41.0,2,,,,,,,,40.69,-86.2
46968,40,-,75.0,45.1,,,,,,,,,41.18,-86.55
46970,8687,42829,28.8,11.7,441,4,10,1,36,41,29,,40.76,-86.06
46970,8687,42829,28.8,11.7,441,4,10,1,36,41,29,,40.76,-86.06
46974,652,60167,18.1,14.4,28,,1,,5,,2,,40.95,-85.93
46975,5697,47698,24.9,11.6,363,2,2,,34,36,25,,41.08,-86.25
46923,3194,52353,18.5,20.8,163,1,2,,23,16,9,,40.61,-86.64
46978,828,51824,18.4,23.6,29,,,,6,1,3,,40.86,-86.51
46979,1781,72250,12.4,31.0,57,,,,13,2,3,,40.43,-86.28
46962,3609,49293,24.4,10.1,176,2,1,,19,20,13,,40.99,-85.77
46982,903,47633,26.6,12.3,44,,,,7,,6,,41.06,-85.88
46984,114,-,8.8,50.1,4,,,,1,,,,40.67,-85.83
46985,630,48971,17.3,21.1,20,,2,,4,,1,,40.95,-86.57
46986,690,43333,23.1,22.9,32,,1,,3,,1,,40.5,-85.82
46987,382,56154,13.6,12.3,21,,,,,3,,,40.57,-85.77
46988,366,48600,13.4,10.5,12,,,,2,,1,,40.88,-86.23
46989,1354,61800,18.7,21.9,48,,,,5,6,3,,40.45,-85.48
46990,245,61339,2.9,22.9,14,1,,,2,1,2,,40.9,-85.73
46991,704,59861,16.9,19.4,17,,,,,2,2,,40.63,-85.51
46992,6949,48068,24.0,11.3,459,2,9,,39,50,38,,40.79,-85.83
46994,1078,47333,15.5,17.4,44,,,,4,1,3,,40.67,-86.25
46979,1781,72250,12.4,31.0,57,,,,13,2,3,,40.43,-86.28
46996,2756,44028,27.1,13.9,193,2,2,1,15,16,9,,41.06,-86.66
46998,55,59034,0,38.4,,,,,,,,,40.57,-86.35
47001,4084,54277,20.0,18.9,206,,3,,23,26,12,,39.07,-84.97
47003,445,31734,35.4,9.2,14,,,,2,1,,,39.56,-84.83
47006,4476,58872,17.8,20.5,386,1,8,,42,67,21,,39.29,-85.22
47010,148,-,51.4,41.8,2,,,,,,,,39.5,-84.85
47011,225,56750,12.4,25.0,4,,,,1,1,1,,38.88,-85.08
47012,4059,52177,19.8,17.8,200,3,6,1,17,26,8,,39.43,-84.98
47016,291,71250,8.9,22.3,10,,2,,1,1,1,,39.37,-84.89
47017,174,71500,14.4,38.2,10,,,,4,,,,38.94,-85.19
47018,1665,64471,16.1,21.9,70,1,,,8,8,5,,39,-85.09
47043,2432,41632,27.0,11.3,101,,3,,9,14,5,,38.79,-85.09
47020,405,52163,26.4,8.6,10,,,,1,,2,,38.82,-84.92
47042,1789,53931,23.3,15.8,119,,2,,12,15,7,,39.02,-85.26
47022,1136,69470,9.4,27.9,32,,1,,15,,2,,39.2,-84.95
47023,544,52857,19.9,16.7,21,1,,,3,,3,,39.08,-85.38
47024,1151,51480,23.6,6.6,27,,1,,7,1,,,39.48,-85.2
47025,8546,62721,18.0,25.1,497,1,11,,45,87,19,,39.17,-84.87
47030,725,56612,13.1,14.2,13,,1,,2,,1,,39.42,-85.13
47031,2111,55088,15.0,16.2,74,,2,,8,10,1,,39.12,-85.16
47032,1101,56935,13.7,24.6,28,,,,4,5,,,39.09,-85.04
47006,4476,58872,17.8,20.5,386,1,8,,42,67,21,,39.29,-85.22
47034,51,46750,19.6,39.9,18,,,,,2,2,,39.2,-85.33
47035,159,-,68.6,17.1,4,,,,1,,,,39.31,-84.91
47036,338,74375,7.4,38.0,29,,,,7,1,1,,39.39,-85.25
47037,1701,47335,21.7,8.7,73,1,,,10,3,5,,39.17,-85.33
47038,653,36620,35.9,16.6,8,,,,2,,1,,38.85,-84.85
47031,2111,55088,15.0,16.2,74,,2,,8,10,1,,39.12,-85.16
47040,2223,51607,20.1,19.1,70,,3,,8,9,2,,38.92,-84.94
47041,2374,61563,12.4,22.9,83,,,,11,8,10,,39.23,-85.08
47042,1789,53931,23.3,15.8,119,,2,,12,15,7,,39.02,-85.26
47043,2432,41632,27.0,11.3,101,,3,,9,14,5,,38.79,-85.09
47060,2367,72580,14.9,31.4,86,1,1,,23,8,5,,39.3,-84.89
47102,2756,40724,29.7,11.1,63,,,,4,7,4,,38.77,-85.79
47104,21,-,0,119.3,,,,,,,,,38.54,-85.42
47106,1696,62963,15.0,25.7,66,,,,13,3,6,,38.46,-85.9
47164,1581,36528,35.3,7.2,47,,,,11,5,3,,38.41,-86.1
47108,859,41875,28.8,15.4,20,1,,,3,2,2,,38.64,-86.25
47110,163,61583,17.2,16.7,4,,,,1,,,,38.1,-86.19
47111,5571,57352,19.6,20.9,213,1,3,,34,14,13,,38.47,-85.63
47112,6477,55806,21.2,18.4,446,3,7,,39,65,29,,38.2,-86.16
47114,133,46583,13.6,6.5,4,,,,2,,,,38.29,-86.08
47115,927,40701,33.3,11.3,27,,,,5,1,3,,38.35,-86.21
47116,241,47625,23.6,11.7,6,,,,,,1,,38.32,-86.62
47117,1564,59628,18.0,15.0,35,,,,11,1,2,,38.11,-85.97
47118,1255,38438,39.3,6.2,40,1,1,,3,6,3,,38.3,-86.5
47119,4081,87674,11.5,29.9,275,,5,,49,23,8,,38.37,-85.88
47120,363,-,32.0,17.5,9,,,,5,,2,,38.46,-86.19
47122,3616,76235,10.6,33.7,141,,1,,24,16,4,,38.31,-85.98
47123,37,-,21.6,46.8,1,,,,,,,,38.27,-86.48
47124,1455,75404,5.5,30.9,66,,,,15,2,2,,38.37,-86.01
47125,630,49500,25.6,15.9,25,1,,,4,2,3,,38.46,-86.31
47126,1548,66351,13.4,22.0,47,,2,,8,5,2,,38.55,-85.78
47129,8239,40991,28.9,8.9,580,,13,,37,45,17,,38.31,-85.77
47130,17810,51738,19.9,14.4,1138,,11,,87,148,84,,38.33,-85.7
47130,17810,51738,19.9,14.4,1138,,11,,87,148,84,,38.33,-85.7
47130,17810,51738,19.9,14.4,1138,,11,,87,148,84,,38.33,-85.7
47130,17810,51738,19.9,14.4,1138,,11,,87,148,84,,38.33,-85.7
47130,17810,51738,19.9,14.4,1138,,11,,87,148,84,,38.33,-85.7
47135,450,58854,12.2,20.8,13,,,,3,1,,,38.05,-86.07
47136,1540,68942,11.3,29.1,48,,,,8,1,1,,38.24,-85.97
47137,550,38553,31.6,17.1,23,1,,,1,2,1,,38.17,-86.39
47138,1881,57964,9.5,16.3,25,,,,3,,2,,38.68,-85.58
47140,1007,39570,33.7,8.4,40,,1,,4,5,,,38.38,-86.37
47141,543,48698,21.3,14.4,14,,,,2,,,,38.55,-85.61
47142,384,52868,14.3,18.2,8,,1,,,,1,,38.08,-86.21
47143,1004,70208,9.0,27.2,40,,,,12,3,2,,38.47,-85.77
47130,17810,51738,19.9,14.4,1138,,11,,87,148,84,,38.33,-85.7
47145,725,47841,21.8,15.9,15,,,,2,5,1,,38.33,-86.31
47119,4081,87674,11.5,29.9,275,,5,,49,23,8,,38.37,-85.88
47147,362,54167,20.8,32.6,13,,,,1,,1,,38.59,-85.54
47150,19296,48737,25.5,16.1,1262,2,12,,99,199,88,,38.28,-85.85
47150,19296,48737,25.5,16.1,1262,2,12,,99,199,88,,38.28,-85.85
47160,18,-,66.7,67.2,3,,,,,,,,38.16,-86.05
47161,1241,58819,23.1,25.8,35,,,,4,5,1,,38.32,-86.1
47162,322,36154,45.4,17.0,13,,,,1,,1,,38.55,-85.46
47163,714,61875,21.2,27.1,12,,,,4,1,2,,38.53,-85.67
47164,1581,36528,35.3,7.2,47,,,,11,5,3,,38.41,-86.1
47165,2284,55982,19.4,13.2,52,,,,17,4,4,,38.5,-86.01
47166,516,41750,23.2,20.2,17,,,,3,,1,,38.31,-86.17
47167,5713,44124,24.1,11.6,340,2,4,,33,45,22,,38.61,-86.1
47170,5395,51402,20.2,21.0,306,2,5,,21,42,17,,38.69,-85.84
47172,6277,76363,11.3,27.8,326,1,7,,54,30,17,,38.4,-85.77
