zcta,HouseCount,HouseMedianIncome,IncomeUnder25K,IncomeOver100K,JobCount,JobsAgriculture,JobsArtsRec,JobsAutomotive,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsRetail,latitude,longitude
1532,5278,111875,6.9,36.6,503,,7,,55,59,16,,42.32,-71.65
1534,2236,89348,11.5,37.0,71,1,4,,14,8,9,,42.14,-71.64
1535,1818,73133,12.4,32.4,76,,1,,14,8,3,,42.27,-72.07
1536,2759,105283,14.1,39.5,144,,2,,21,18,12,,42.23,-71.69
1537,880,74883,21.1,28.5,66,,2,,7,1,7,,42.16,-71.9
1569,4817,94809,10.9,42.5,283,1,7,,49,12,16,,42.06,-71.63
1540,4323,68865,18.4,31.8,236,,2,,42,15,22,,42.12,-71.86
1541,1279,128006,6.3,44.8,70,1,3,,7,6,4,,42.45,-71.88
1542,828,100000,4.3,48.4,34,,1,,8,3,2,,42.2,-71.91
1543,2904,100962,5.1,43.6,117,1,1,,32,8,3,,42.39,-71.97
1545,12853,101229,9.8,34.3,801,,13,,71,76,29,,42.28,-71.71
1545,12853,101229,9.8,34.3,801,,13,,71,76,29,,42.28,-71.71
1550,6926,50202,25.9,16.0,317,,3,,25,54,24,,42.06,-72.03
1560,1712,85390,9.9,32.6,60,,,,5,5,5,,42.18,-71.67
1561,85,-,0,72.4,27,,,,3,2,2,,42.44,-71.69
1562,4969,65386,23.8,29.1,220,1,3,,42,17,13,,42.25,-71.99
1564,2692,102500,9.5,38.4,195,1,5,1,41,17,17,,42.45,-71.78
1566,2220,95800,9.1,41.4,237,,2,,18,28,13,,42.1,-72.08
1568,2725,119115,9.0,46.6,159,,3,,46,9,9,,42.18,-71.6
1569,4817,94809,10.9,42.5,283,1,7,,49,12,16,,42.06,-71.63
1570,6734,52107,20.5,18.3,375,,5,,45,39,19,,42.05,-71.85
1571,3873,64281,17.1,30.4,161,,4,,35,7,14,,42.05,-71.94
1581,6682,107604,9.5,37.9,933,2,13,,52,98,42,,42.27,-71.61
1583,2055,73463,12.9,31.6,240,,2,,38,27,11,,42.37,-71.79
1585,1887,66317,13.0,24.9,82,,,,14,11,10,,42.24,-72.16
1527,5330,74713,14.9,34.6,301,1,5,,41,16,30,,42.19,-71.78
1588,3739,66607,16.0,21.6,213,1,4,,20,25,5,,42.12,-71.67
1590,3341,101315,6.5,42.1,162,1,1,,29,11,11,,42.13,-71.75
1608,1639,20578,58.1,4.6,533,,6,,8,85,7,,42.26,-71.8
1602,9666,64808,19.2,25.8,306,,6,,26,50,4,,42.27,-71.85
1603,7203,42259,30.1,15.0,410,,4,,30,48,28,,42.24,-71.84
1604,14447,50487,28.5,18.2,715,,5,,75,79,35,,42.25,-71.77
1605,10657,37703,37.2,14.1,637,,9,,36,151,21,,42.29,-71.79
1606,8129,65135,17.1,25.7,454,,5,,35,48,26,,42.32,-71.8
1607,3694,43500,28.3,15.9,142,,,,16,8,7,,42.23,-71.79
1608,1639,20578,58.1,4.6,533,,6,,8,85,7,,42.26,-71.8
1609,7401,42903,35.0,20.7,526,,6,,17,119,5,,42.29,-71.83
1610,8114,31003,41.8,7.2,365,,2,,25,43,25,,42.25,-71.81
1611,877,81830,7.5,36.5,32,,1,,6,1,3,,42.24,-71.88
1612,1558,95595,9.0,34.5,73,,2,,12,10,2,,42.3,-71.93
1605,10657,37703,37.2,14.1,637,,9,,36,151,21,,42.29,-71.79
1608,1639,20578,58.1,4.6,533,,6,,8,85,7,,42.26,-71.8
1605,10657,37703,37.2,14.1,637,,9,,36,151,21,,42.29,-71.79
1605,10657,37703,37.2,14.1,637,,9,,36,151,21,,42.29,-71.79
1605,10657,37703,37.2,14.1,637,,9,,36,151,21,,42.29,-71.79
1701,12587,105940,10.1,41.1,1216,1,13,,94,120,20,,42.32,-71.44
1702,15244,52746,25.5,19.7,909,,9,,113,153,24,,42.28,-71.44
1701,12587,105940,10.1,41.1,1216,1,13,,94,120,20,,42.32,-71.44
1702,15244,52746,25.5,19.7,909,,9,,113,153,24,,42.28,-71.44
1701,12587,105940,10.1,41.1,1216,1,13,,94,120,20,,42.32,-71.44
1718,240,160750,0,79.9,3,,,,,,,,42.52,-71.43
1719,2288,101077,9.3,33.8,128,,6,,17,9,9,,42.49,-71.52
1720,8476,133075,9.7,37.2,712,1,22,,51,68,24,,42.48,-71.44
1721,6689,120309,10.3,39.4,411,,3,,70,28,17,,42.26,-71.47
1730,5240,125208,6.0,34.2,543,,8,,48,50,26,,42.5,-71.28
1731,540,93276,1.1,44.1,35,,,,,1,,,42.46,-71.28
1740,1686,151618,6.2,41.9,125,2,3,,18,9,5,,42.44,-71.6
1741,1773,170703,5.0,37.0,107,,4,,14,8,6,,42.54,-71.36
1742,6741,137547,10.7,36.4,771,1,33,,37,130,23,,42.46,-71.36
1745,157,123992,5.1,81.4,17,,,,2,2,,,42.29,-71.5
1746,5171,118933,8.5,39.8,396,2,5,,64,27,37,,42.2,-71.45
1747,2232,101761,14.2,43.4,150,,3,,20,24,14,,42.12,-71.53
1748,5614,151357,3.2,41.0,463,,14,,61,43,16,,42.22,-71.54
1749,7708,83765,12.6,34.3,543,,9,,79,30,64,,42.39,-71.55
1752,15529,75418,13.1,29.7,1458,,14,,131,140,68,,42.35,-71.55
1754,4274,95833,14.2,37.0,272,,2,,38,15,6,,42.43,-71.46
1756,2064,125816,5.0,42.3,139,,4,,30,5,5,,42.09,-71.54
1757,11086,75976,13.2,30.3,822,,12,1,115,123,28,,42.16,-71.52
1760,14157,106332,10.7,35.6,1329,,29,,99,120,35,,42.28,-71.35
1770,1480,170872,7.7,36.0,102,3,4,,15,9,2,,42.23,-71.37
1772,3246,143375,7.6,36.5,344,,8,,29,21,12,,42.3,-71.53
1773,2008,153500,8.6,33.9,148,,5,,11,17,2,,42.43,-71.31
1775,2627,144766,6.1,45.2,154,1,6,,32,10,5,,42.43,-71.51
1776,6226,170945,6.6,36.7,542,,20,,44,65,9,,42.38,-71.42
1778,5044,166548,8.6,35.2,348,2,16,,30,39,4,,42.36,-71.36
1748,5614,151357,3.2,41.0,463,,14,,61,43,16,,42.22,-71.54
1801,15650,84857,12.2,34.2,2135,,26,,231,166,135,,42.49,-71.15
1803,9572,99254,9.4,35.9,1487,,16,,92,106,30,,42.5,-71.2
1803,9572,99254,9.4,35.9,1487,,16,,92,106,30,,42.5,-71.2
1810,12369,143292,8.3,34.7,1029,,25,,67,113,27,,42.65,-71.16
1810,12369,143292,8.3,34.7,1029,,25,,67,113,27,,42.65,-71.16
1801,15650,84857,12.2,34.2,2135,,26,,231,166,135,,42.49,-71.15
1801,15650,84857,12.2,34.2,2135,,26,,231,166,135,,42.49,-71.15
1821,11211,99881,8.0,42.0,738,,6,1,154,41,38,,42.55,-71.25
1821,11211,99881,8.0,42.0,738,,6,1,154,41,38,,42.55,-71.25
1824,9805,115533,7.7,42.6,832,,12,,95,118,45,,42.59,-71.36
1826,11185,86644,12.6,35.9,546,1,6,,124,51,12,,42.68,-71.3
1827,1138,138700,5,48.1,46,1,,,19,2,,,42.68,-71.5
1830,10148,61375,20.8,23.6,514,1,9,,53,105,12,,42.8,-71.05
1830,10148,61375,20.8,23.6,514,1,9,,53,105,12,,42.8,-71.05
1832,8825,64238,20.3,27.5,315,,6,1,39,19,28,,42.79,-71.13
1832,8825,64238,20.3,27.5,315,,6,1,39,19,28,,42.79,-71.13
1832,8825,64238,20.3,27.5,315,,6,1,39,19,28,,42.79,-71.13
1833,3265,113417,8.4,41.7,207,1,5,,38,18,14,,42.73,-70.98
1834,2339,95031,13.7,35.2,123,1,5,,32,6,7,,42.75,-71.02
1835,5182,77697,13.7,30.6,304,1,14,,37,18,43,,42.75,-71.09
1840,2215,20596,55.0,8.4,353,,4,,13,74,32,,42.71,-71.16
1841,14854,38199,33.4,9.3,401,,2,,27,52,18,,42.71,-71.16
1840,2215,20596,55.0,8.4,353,,4,,13,74,32,,42.71,-71.16
1843,8732,46629,24.7,15.3,475,,4,,28,48,40,,42.69,-71.16
1844,17671,73525,15.6,29.4,914,,13,1,118,118,37,,42.74,-71.18
1845,11136,105661,11.9,34.2,889,1,19,,86,130,33,,42.67,-71.09
1850,5421,46102,32.1,19.7,110,,,,12,6,2,,42.66,-71.3
1851,10203,52008,25.8,19.8,457,,2,,56,32,24,,42.63,-71.34
1852,13830,50911,29.4,19.6,767,1,13,,40,121,44,,42.63,-71.3
1852,13830,50911,29.4,19.6,767,1,13,,40,121,44,,42.63,-71.3
1854,9542,40982,37.8,16.5,302,,3,,20,58,7,,42.65,-71.35
1860,2683,84417,13.5,36.2,90,,1,,19,9,4,,42.84,-71.01
1862,3417,93494,10.5,42.4,375,1,3,,67,18,43,,42.58,-71.3
1863,3888,77055,17.1,34.0,220,,2,,21,31,11,,42.63,-71.39
1864,5422,124750,7.2,38.1,523,,12,,90,45,5,,42.58,-71.08
1821,11211,99881,8.0,42.0,738,,6,1,154,41,38,,42.55,-71.25
1821,11211,99881,8.0,42.0,738,,6,1,154,41,38,,42.55,-71.25
1867,9063,113553,9.9,38.8,540,,12,,76,73,8,,42.54,-71.11
1876,11413,94817,13.1,37.7,735,1,11,1,136,76,31,,42.61,-71.23
1879,4378,101620,11.0,41.2,317,,13,,74,10,13,,42.67,-71.43
1880,10335,93337,11.6,34.7,897,,10,,115,95,30,,42.5,-71.07
1921,2707,155034,4.2,37.5,158,2,2,,36,16,3,,42.68,-71.03
1886,8244,138006,5.8,42.9,620,,12,,66,58,24,,42.59,-71.44
1887,7947,118549,10.2,42.5,826,1,13,,149,58,77,,42.56,-71.16
1801,15650,84857,12.2,34.2,2135,,26,,231,166,135,,42.49,-71.15
1864,5422,124750,7.2,38.1,523,,12,,90,45,5,,42.58,-71.08
1890,7928,152196,6.8,32.2,562,,15,,42,102,9,,42.45,-71.14
1810,12369,143292,8.3,34.7,1029,,25,,67,113,27,,42.65,-71.16
1901,916,22057,56.0,11.3,285,,4,,4,56,9,,42.46,-70.95
1902,17154,42851,31.8,14.3,437,,3,,67,71,9,,42.47,-70.94
1902,17154,42851,31.8,14.3,437,,3,,67,71,9,,42.47,-70.94
1904,6345,88395,9.2,38.2,283,,4,,34,40,7,,42.49,-70.97
1905,8539,57638,24.0,22.1,342,,6,,55,20,12,,42.47,-70.98
1906,10210,82188,13.5,33.7,772,1,15,,106,62,18,,42.47,-71.01
1907,5494,105029,12.6,34.7,325,,7,,46,39,3,,42.47,-70.91
1908,1597,81384,13.6,35.7,46,,3,,8,3,1,,42.43,-70.93
1905,8539,57638,24.0,22.1,342,,6,,55,20,12,,42.47,-70.98
1913,7025,78638,11.3,31.9,423,,13,,51,52,29,,42.85,-70.96
1915,16408,77893,17.6,28.5,1296,7,28,,114,180,68,,42.57,-70.87
1921,2707,155034,4.2,37.5,158,2,2,,36,16,3,,42.68,-71.03
1922,1050,87986,17.8,37.3,62,1,2,,10,1,2,,42.76,-70.91
1923,10624,79795,14.1,31.9,1100,2,22,,87,150,59,,42.57,-70.95
1929,1439,109327,10.6,41.2,153,1,7,,31,7,14,,42.64,-70.77
1930,12906,65348,20.1,26.2,916,27,26,1,108,86,49,,42.62,-70.68
1930,12906,65348,20.1,26.2,916,27,26,1,108,86,49,,42.62,-70.68
1930,12906,65348,20.1,26.2,916,27,26,1,108,86,49,,42.62,-70.68
1930,12906,65348,20.1,26.2,916,27,26,1,108,86,49,,42.62,-70.68
1982,2677,112250,14.3,38.4,156,4,7,,16,21,1,,42.63,-70.86
1937,0,-,0,0,4,,,,,,,,42.59,-70.98
1938,5677,80829,16.8,27.8,384,4,10,,54,22,38,,42.68,-70.84
1940,4949,113509,8.4,37.7,396,,3,,47,29,2,,42.53,-71.04
1944,2106,105500,13.7,33.6,175,1,8,,17,18,,,42.58,-70.77
1945,8250,110025,10.5,29.6,556,1,18,,68,44,14,,42.5,-70.86
1949,2998,107727,10.9,40.7,324,1,8,,58,13,19,,42.61,-71.01
1950,7881,89887,14.2,30.5,763,,27,,55,84,57,,42.81,-70.89
1951,1765,90662,7.5,38.0,79,1,8,,13,3,2,,42.77,-70.85
1952,3597,72900,17.5,28.1,276,,18,,39,16,11,,42.84,-70.84
1960,21251,65060,18.6,25.9,1475,1,14,,176,162,59,,42.53,-70.97
1960,21251,65060,18.6,25.9,1475,1,14,,176,162,59,,42.53,-70.97
1915,16408,77893,17.6,28.5,1296,7,28,,114,180,68,,42.57,-70.87
1966,3201,72015,17.1,26.2,191,2,5,,28,10,4,,42.64,-70.62
1969,2186,89338,12.0,37.3,214,3,1,,33,13,19,,42.72,-70.89
1970,18277,65476,23.7,24.1,1147,,30,,86,134,39,,42.52,-70.87
1970,18277,65476,23.7,24.1,1147,,30,,86,134,39,,42.52,-70.87
1982,2677,112250,14.3,38.4,156,4,7,,16,21,1,,42.63,-70.86
1983,2237,131387,8.5,40.6,241,,7,,32,17,13,,42.64,-70.94
1984,1381,96979,12.6,30.3,87,1,5,,11,6,1,,42.6,-70.88
1985,1596,135882,7.9,44.5,71,3,,,17,4,1,,42.8,-70.96
2043,8712,125144,12.4,30.7,861,,23,,65,85,16,,42.22,-70.88
2019,6347,95533,10.9,38.3,407,,8,,63,16,21,,42.08,-71.47
2050,9495,92610,13.5,37.6,560,2,21,,78,54,12,,42.12,-70.71
2021,9026,96583,12.4,33.8,946,1,17,,115,95,45,,42.18,-71.13
2025,3046,140000,13.3,32.6,281,,19,,23,23,2,,42.24,-70.81
2026,9865,89451,12.9,31.0,937,,16,,88,112,10,,42.25,-71.18
2026,9865,89451,12.9,31.0,937,,16,,88,112,10,,42.25,-71.18
2030,2011,204018,1.5,34.5,120,1,2,,17,13,1,,42.23,-71.29
2032,1644,120250,5.4,41.1,135,,2,,22,8,5,,42.16,-71.22
2035,6626,98199,9.0,37.1,610,,18,,67,52,17,,42.06,-71.25
2038,11288,111935,8.7,36.9,840,2,16,,100,67,52,,42.08,-71.41
2066,6650,114766,9.7,36.4,375,1,18,,59,34,8,,42.2,-70.76
2050,9495,92610,13.5,37.6,560,2,21,,78,54,12,,42.12,-70.71
2043,8712,125144,12.4,30.7,861,,23,,65,85,16,,42.22,-70.88
2043,8712,125144,12.4,30.7,861,,23,,65,85,16,,42.22,-70.88
2045,4892,80584,18.1,31.9,155,,9,,15,9,1,,42.29,-70.92
2047,50,26953,0,43.5,6,,,,1,,,,42.13,-70.69
2048,8471,111141,6.9,39.6,595,1,7,,50,46,26,,42.02,-71.22
2050,9495,92610,13.5,37.6,560,2,21,,78,54,12,,42.12,-70.71
2050,9495,92610,13.5,37.6,560,2,21,,78,54,12,,42.12,-70.71
2052,4189,153847,7.8,36.9,303,1,5,,36,33,7,,42.18,-71.31
2053,4642,115432,8.7,43.2,309,1,4,,41,30,17,,42.16,-71.43
2054,3100,100230,10.7,42.7,195,1,8,,32,12,5,,42.17,-71.36
2066,6650,114766,9.7,36.4,375,1,18,,59,34,8,,42.2,-70.76
2056,3183,139137,6.7,40.9,239,,6,,53,19,6,,42.11,-71.34
2050,9495,92610,13.5,37.6,560,2,21,,78,54,12,,42.12,-70.71
2066,6650,114766,9.7,36.4,375,1,18,,59,34,8,,42.2,-70.76
2061,3632,128563,8.0,35.4,611,,13,,62,75,9,,42.16,-70.82
2062,11757,87516,15.4,36.9,1252,,10,,105,252,50,,42.19,-71.2
2050,9495,92610,13.5,37.6,560,2,21,,78,54,12,,42.12,-70.71
2066,6650,114766,9.7,36.4,375,1,18,,59,34,8,,42.2,-70.76
2067,6220,133229,6.2,37.5,380,,10,,24,57,8,,42.11,-71.18
2093,4076,107444,11.9,38.2,420,,5,,52,26,10,,42.05,-71.36
2071,300,115333,0,59.8,16,,,,9,1,,,42.1,-71.27
2072,10724,78343,15.7,33.6,900,,12,,126,81,36,,42.12,-71.1
2081,7027,105420,10.0,35.3,600,1,9,1,98,49,28,,42.15,-71.27
2090,5528,146042,8.0,34.3,486,,7,,57,51,7,,42.22,-71.22
2093,4076,107444,11.9,38.2,420,,5,,52,26,10,,42.05,-71.36
2108,1888,126224,8.8,43.6,1162,,19,,8,43,15,,42.36,-71.06
2109,1943,129716,9.3,41.4,1380,1,16,,16,30,10,,42.37,-71.05
2110,1347,108438,13.2,33.4,1856,1,14,,14,46,13,,42.36,-71.05
2111,3202,39329,39.9,24.2,1032,,18,,8,105,19,,42.35,-71.06
2111,3202,39329,39.9,24.2,1032,,18,,8,105,19,,42.35,-71.06
2113,4370,91212,13.2,36.7,185,,6,,4,8,7,,42.37,-71.06
2114,7196,89452,19.4,29.7,699,,30,,9,98,5,,42.36,-71.07
2115,9258,38759,40.8,17.5,608,,27,,3,43,1,,42.34,-71.11
2116,11987,103422,19.0,27.1,2081,1,57,,26,131,10,,42.35,-71.08
2116,11987,103422,19.0,27.1,2081,1,57,,26,131,10,,42.35,-71.08
2118,12514,70575,29.3,23.8,809,,16,,24,91,18,,42.34,-71.07
2119,11261,30663,44.4,13.4,453,,7,,31,104,9,,42.32,-71.09
2120,4991,32243,42.6,11.6,176,,2,,4,54,2,,42.33,-71.1
2121,10471,27964,45.0,10.9,189,,1,,12,32,2,,42.31,-71.09
2122,8384,56024,26.0,23.7,543,,10,,66,88,9,,42.29,-71.04
2115,9258,38759,40.8,17.5,608,,27,,3,43,1,,42.34,-71.11
2124,19130,50227,30.3,21.3,570,,8,,59,98,5,,42.29,-71.07
2125,12586,53382,28.7,20.0,456,,5,1,40,52,8,,42.32,-71.06
2126,10027,50039,28.6,18.8,206,,4,,18,34,1,,42.27,-71.1
2127,17056,91597,21.0,33.3,676,,12,,58,41,21,,42.33,-71.04
2128,16286,52154,25.9,21.6,775,,7,,46,45,16,,42.36,-71.01
2129,8931,103834,21.4,31.8,492,,14,,29,34,20,,42.38,-71.06
2130,16336,84847,19.6,31.2,664,2,22,,27,114,14,,42.31,-71.11
2131,12480,72127,19.4,29.3,425,,6,,40,52,7,,42.28,-71.13
2132,11333,93343,15.7,33.7,521,,9,,50,73,10,,42.28,-71.16
2108,1888,126224,8.8,43.6,1162,,19,,8,43,15,,42.36,-71.06
2134,7855,49938,28.0,22.3,537,,10,,19,48,15,,42.36,-71.13
2135,19063,61566,25.3,25.8,688,1,15,,54,93,8,,42.35,-71.15
2136,11762,64877,20.8,24.1,463,,8,,61,59,20,,42.26,-71.13
2136,11762,64877,20.8,24.1,463,,8,,61,59,20,,42.26,-71.13
2138,13542,87671,16.1,27.3,1201,,26,,29,151,24,,42.38,-71.14
2139,14094,91250,16.7,31.6,1124,,27,,23,109,21,,42.36,-71.1
2140,8891,91596,19.5,31.3,516,,10,,9,55,8,,42.39,-71.13
2141,6437,77261,24.7,29.8,467,,5,,10,32,11,,42.37,-71.08
2142,1326,120729,13.1,36.0,539,,6,,2,21,10,,42.36,-71.08
2143,11238,90285,13.4,37.1,653,,17,1,38,72,42,,42.38,-71.1
2144,10792,102033,13.4,36.7,441,,5,,26,51,7,,42.4,-71.12
2145,10409,68553,18.3,28.9,412,,4,,50,39,13,,42.39,-71.09
2148,23081,62283,23.2,24.1,972,,12,,102,113,32,,42.43,-71.06
2149,15521,57143,22.1,20.4,766,,5,1,105,53,41,,42.41,-71.05
2150,12714,51875,26.1,18.6,702,,5,,44,82,32,,42.4,-71.03
2151,19986,53771,23.4,22.0,809,1,6,,109,80,14,,42.42,-71
2152,7747,69928,18.2,26.0,268,,10,,42,31,2,,42.37,-70.97
2155,22474,86459,16.4,34.2,1175,,13,,165,122,36,,42.42,-71.11
2155,22474,86459,16.4,34.2,1175,,13,,165,122,36,,42.42,-71.11
2155,22474,86459,16.4,34.2,1175,,13,,165,122,36,,42.42,-71.11
2163,528,64000,27.7,23.7,29,,,,,1,1,,42.37,-71.12
2169,24770,67028,21.1,27.3,1571,1,22,,161,231,29,,42.25,-71
2170,7766,82159,17.1,31.5,262,1,5,,40,23,3,,42.27,-71.02
2171,7631,78839,15.4,30.2,407,,5,,38,31,5,,42.29,-71.02
2176,11481,93434,12.7,35.0,520,,9,,66,83,9,,42.46,-71.06
2180,9062,90320,12.0,33.9,610,2,15,,81,93,17,,42.47,-71.1
2184,14017,88993,13.2,34.7,1513,,18,,152,118,23,,42.21,-71
2184,14017,88993,13.2,34.7,1513,,18,,152,118,23,,42.21,-71
2186,8970,126000,10.3,35.6,451,,15,,82,71,1,,42.24,-71.08
2186,8970,126000,10.3,35.6,451,,15,,82,71,1,,42.24,-71.08
2188,6296,81040,12.7,33.9,295,,9,,38,35,9,,42.2,-70.96
2189,6179,58674,20.9,25.2,407,,4,,80,44,17,,42.21,-70.93
2190,7038,85053,10.0,33.9,371,,2,,43,77,2,,42.17,-70.95
2191,3501,73948,11.5,31.8,144,,4,,26,8,,,42.24,-70.94
2110,1347,108438,13.2,33.4,1856,1,14,,14,46,13,,42.36,-71.05
2199,743,82238,23.7,27.5,252,,2,,2,4,1,,42.35,-71.08
2203,27,-,100.0,59.2,18,,1,,,1,,,42.36,-71.06
2203,27,-,100.0,59.2,18,,1,,,1,,,42.36,-71.06
2150,12714,51875,26.1,18.6,702,,5,,44,82,32,,42.4,-71.03
2111,3202,39329,39.9,24.2,1032,,18,,8,105,19,,42.35,-71.06
2150,12714,51875,26.1,18.6,702,,5,,44,82,32,,42.4,-71.03
2210,1543,170152,3.7,44.6,991,,13,,23,26,23,,42.35,-71.04
2109,1943,129716,9.3,41.4,1380,1,16,,16,30,10,,42.37,-71.05
2109,1943,129716,9.3,41.4,1380,1,16,,16,30,10,,42.37,-71.05
2215,7463,43403,39.0,18.7,575,,13,,3,51,7,,42.35,-71.1
2116,11987,103422,19.0,27.1,2081,1,57,,26,131,10,,42.35,-71.08
2114,7196,89452,19.4,29.7,699,,30,,9,98,5,,42.36,-71.07
2138,13542,87671,16.1,27.3,1201,,26,,29,151,24,,42.38,-71.14
2110,1347,108438,13.2,33.4,1856,1,14,,14,46,13,,42.36,-71.05
2111,3202,39329,39.9,24.2,1032,,18,,8,105,19,,42.35,-71.06
2169,24770,67028,21.1,27.3,1571,1,22,,161,231,29,,42.25,-71
2111,3202,39329,39.9,24.2,1032,,18,,8,105,19,,42.35,-71.06
2111,3202,39329,39.9,24.2,1032,,18,,8,105,19,,42.35,-71.06
2111,3202,39329,39.9,24.2,1032,,18,,8,105,19,,42.35,-71.06
2111,3202,39329,39.9,24.2,1032,,18,,8,105,19,,42.35,-71.06
2111,3202,39329,39.9,24.2,1032,,18,,8,105,19,,42.35,-71.06
2301,21042,47724,28.5,17.5,1378,,13,,79,231,51,,42.08,-71.04
2302,11158,63718,20.0,24.5,399,,5,,53,63,12,,42.09,-71
2302,11158,63718,20.0,24.5,399,,5,,53,63,12,,42.09,-71
2301,21042,47724,28.5,17.5,1378,,13,,79,231,51,,42.08,-71.04
2301,21042,47724,28.5,17.5,1378,,13,,79,231,51,,42.08,-71.04
2322,1574,69709,13.6,38.0,238,,,,38,14,23,,42.13,-71.05
2324,7897,88640,11.9,36.8,510,,8,,100,35,14,,41.97,-70.98
2324,7897,88640,11.9,36.8,510,,8,,100,35,14,,41.97,-70.98
2359,6464,101447,5.9,42.0,534,1,13,,103,29,32,,42.07,-70.81
2330,4460,73904,14.4,31.1,199,1,4,,44,25,5,,41.88,-70.75
2332,5427,123613,7.5,40.1,357,2,12,,43,45,6,,42.04,-70.71
2332,5427,123613,7.5,40.1,357,2,12,,43,45,6,,42.04,-70.71
2333,4854,86568,7.6,35.6,253,,4,,48,20,12,,42.04,-70.94
2356,4395,113783,7.9,41.8,306,,10,,44,44,6,,42.06,-71.12
2333,4854,86568,7.6,35.6,253,,4,,48,20,12,,42.04,-70.94
2338,2850,77993,13.2,33.1,113,,2,,34,8,1,,42,-70.86
2339,4980,111311,12.1,37.7,647,1,12,,81,56,26,,42.12,-70.86
2339,4980,111311,12.1,37.7,647,1,12,,81,56,26,,42.12,-70.86
2341,3720,96389,9.0,41.7,183,,2,,42,10,11,,42.05,-70.87
2343,4257,67589,12.3,27.4,260,,1,,41,19,20,,42.14,-71
2346,9078,79811,11.5,32.9,546,,3,,105,54,23,,41.88,-70.87
2360,22468,83746,12.1,31.9,1567,1,34,1,193,203,44,,41.88,-70.63
2346,9078,79811,11.5,32.9,546,,3,,105,54,23,,41.88,-70.87
2347,3956,97990,8.2,41.3,290,,8,,53,27,10,,41.83,-70.96
2347,3956,97990,8.2,41.3,290,,8,,53,27,10,,41.83,-70.96
2347,3956,97990,8.2,41.3,290,,8,,53,27,10,,41.83,-70.96
2341,3720,96389,9.0,41.7,183,,2,,42,10,11,,42.05,-70.87
2351,6236,91643,11.3,39.2,348,,11,,49,25,10,,42.12,-70.96
2330,4460,73904,14.4,31.1,199,1,4,,44,25,5,,41.88,-70.75
2356,4395,113783,7.9,41.8,306,,10,,44,44,6,,42.06,-71.12
2357,24,-,0,162.8,3,,,,,,,,42.05,-71.08
2359,6464,101447,5.9,42.0,534,1,13,,103,29,32,,42.07,-70.81
2359,6464,101447,5.9,42.0,534,1,13,,103,29,32,,42.07,-70.81
2360,22468,83746,12.1,31.9,1567,1,34,1,193,203,44,,41.88,-70.63
2360,22468,83746,12.1,31.9,1567,1,34,1,193,203,44,,41.88,-70.63
2360,22468,83746,12.1,31.9,1567,1,34,1,193,203,44,,41.88,-70.63
2364,4758,89796,12.7,40.2,393,,13,1,54,35,11,,41.99,-70.74
2366,0,-,0,0,11,,,,3,,1,,41.85,-70.65
2367,1005,87438,10.6,38.5,67,2,,,16,6,5,,41.96,-70.8
2368,12226,70163,17.4,26.7,618,,8,,66,90,24,,42.18,-71.05
2370,6853,77573,10.4,32.3,470,1,8,,83,24,31,,42.13,-70.91
2375,3656,94457,6.8,37.0,405,1,14,,58,30,24,,42.01,-71.08
2379,2469,85368,9.8,39.2,368,1,4,,55,27,29,,42.02,-71.03
2360,22468,83746,12.1,31.9,1567,1,34,1,193,203,44,,41.88,-70.63
2382,5380,79705,13.3,31.8,241,,3,,41,11,15,,42.08,-70.94
2420,5058,168065,6.8,33.8,500,1,14,,22,84,5,,42.46,-71.22
2421,6697,158554,9.3,32.0,553,,18,,28,88,10,,42.44,-71.24
2445,8473,111642,13.4,35.7,490,,12,,19,99,6,,42.33,-71.14
2446,13301,102342,15.3,33.6,756,,13,,15,181,8,,42.34,-71.12
2445,8473,111642,13.4,35.7,490,,12,,19,99,6,,42.33,-71.14
2451,7346,94886,11.4,37.6,1289,,5,,61,114,26,,42.4,-71.26
2452,5112,87055,11.3,34.8,449,,16,,37,47,11,,42.39,-71.21
2453,11244,73042,17.6,29.6,874,,12,,98,86,58,,42.37,-71.24
2453,11244,73042,17.6,29.6,874,,12,,98,86,58,,42.37,-71.24
2451,7346,94886,11.4,37.6,1289,,5,,61,114,26,,42.4,-71.26
2472,15233,92959,12.2,35.0,1028,,26,,104,119,48,,42.37,-71.18
2457,0,-,0,0,18,,,,,,,,42.3,-71.27
2458,4942,103978,8.2,31.1,509,1,15,,39,66,12,,42.35,-71.19
2459,6680,169963,10.4,28.1,722,,20,,28,116,4,,42.31,-71.19
2460,3722,118148,8.6,31.2,268,,4,,23,30,8,,42.35,-71.21
2461,2683,159517,3.9,31.4,262,,6,,10,37,4,,42.32,-71.21
2462,612,104375,22.0,26.0,114,,,,2,50,,,42.33,-71.26
2464,1247,102946,10.1,42.0,264,,1,,15,35,3,,42.31,-71.22
2465,4296,137438,8.0,34.9,320,,8,,26,38,7,,42.35,-71.23
2466,2820,115345,12.9,41.0,278,,9,,16,31,4,,42.34,-71.25
2467,6181,119964,9.8,33.8,518,,15,,12,84,5,,42.31,-71.15
2468,1924,212394,2.5,30.3,99,,1,,8,19,,,42.33,-71.23
2472,15233,92959,12.2,35.0,1028,,26,,104,119,48,,42.37,-71.18
2472,15233,92959,12.2,35.0,1028,,26,,104,119,48,,42.37,-71.18
